center,left,right,steering,throttle,brake,speed
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_05_531.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_05_531.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_05_531.jpg,0.0,0.0,0.0,9.409031
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_05_614.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_05_614.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_05_614.jpg,0.0,0.0,0.0,9.314584
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_05_707.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_05_707.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_05_707.jpg,0.0,0.0,0.0,9.239811
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_05_794.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_05_794.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_05_794.jpg,0.0,0.0,0.0,9.147064
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_05_895.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_05_895.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_05_895.jpg,0.0,0.0,0.0,9.05525
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_05_987.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_05_987.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_05_987.jpg,0.0,0.0,0.0,8.982460000000001
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_06_075.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_06_075.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_06_075.jpg,0.0,0.0,0.0,8.892294999999999
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_06_160.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_06_160.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_06_160.jpg,0.0,0.0,0.0,8.820818
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_06_246.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_06_246.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_06_246.jpg,0.0,0.0,0.0,8.749913000000001
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_06_330.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_06_330.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_06_330.jpg,0.0,0.0,0.0,8.679578
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_06_415.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_06_415.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_06_415.jpg,0.0,0.0,0.0,8.592578999999999
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_06_509.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_06_509.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_06_509.jpg,0.0,0.0,0.0,8.523516
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_06_606.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_06_606.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_06_606.jpg,-0.25,0.0,0.0,8.421457
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_06_699.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_06_699.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_06_699.jpg,-0.5000001000000001,0.0,0.0,8.284334
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_06_782.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_06_782.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_06_782.jpg,-0.3204156,0.0,0.0,8.221895
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_06_875.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_06_875.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_06_875.jpg,-0.04234949,0.0,0.0,8.126006
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_06_970.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_06_970.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_06_970.jpg,0.0,0.0,0.0,8.058819
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_07_047.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_07_047.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_07_047.jpg,0.0,0.0,0.0,7.993881
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_07_127.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_07_127.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_07_127.jpg,0.0,0.0,0.0,7.929613000000001
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_07_209.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_07_209.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_07_209.jpg,0.0,0.0,0.0,7.865875
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_07_292.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_07_292.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_07_292.jpg,0.0,0.0,0.0,7.802652
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_07_374.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_07_374.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_07_374.jpg,0.0,0.0,0.0,7.724336999999999
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_07_483.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_07_483.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_07_483.jpg,0.0,0.0,0.0,7.6468110000000005
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_07_564.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_07_564.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_07_564.jpg,0.0,0.0,0.0,7.58535
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_07_648.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_07_648.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_07_648.jpg,0.0,0.0,0.0,7.524381
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_07_733.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_07_733.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_07_733.jpg,0.0,0.0,0.0,7.463902
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_07_820.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_07_820.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_07_820.jpg,0.0,0.0,0.0,7.38899
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_07_907.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_07_907.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_07_907.jpg,0.0,0.0,0.0,7.329599000000001
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_08_003.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_08_003.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_08_003.jpg,0.0,0.0,0.0,7.256032
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_08_094.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_08_094.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_08_094.jpg,0.0,0.0,0.0,7.197711
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_08_182.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_08_182.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_08_182.jpg,0.0,0.0,0.0,7.12547
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_08_299.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_08_299.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_08_299.jpg,0.0,0.0,0.0,7.039737
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_08_436.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_08_436.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_08_436.jpg,-0.35,0.0,0.0,6.912719
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_08_519.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_08_519.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_08_519.jpg,-0.1622644,0.0,0.0,6.859307
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_08_600.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_08_600.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_08_600.jpg,0.0,0.0,0.0,6.798541
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_08_683.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_08_683.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_08_683.jpg,0.0,0.0,0.0,6.743575999999999
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_08_766.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_08_766.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_08_766.jpg,0.0,0.0,0.0,6.689352
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_08_860.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_08_860.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_08_860.jpg,0.0,0.0,0.0,6.622211
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_08_945.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_08_945.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_08_945.jpg,0.0,0.0,0.0,6.569203999999999
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_09_030.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_09_030.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_09_030.jpg,0.0,0.0,0.0,6.516451999999999
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_09_118.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_09_118.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_09_118.jpg,0.0,0.0,0.0,6.451046
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_09_205.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_09_205.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_09_205.jpg,0.0,0.0,0.0,6.399192
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_09_286.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_09_286.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_09_286.jpg,0.0,0.0,0.0,6.3477559999999995
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_09_385.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_09_385.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_09_385.jpg,-0.25,0.0,0.0,6.270987
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_09_469.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_09_469.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_09_469.jpg,-0.45,0.0,0.0,6.191592
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_09_559.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_09_559.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_09_559.jpg,-0.27764770000000005,0.0,0.0,6.133497
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_09_650.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_09_650.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_09_650.jpg,0.0,0.0,0.0,6.071264
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_09_739.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_09_739.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_09_739.jpg,0.0,0.0,0.0,6.009792
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_09_821.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_09_821.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_09_821.jpg,0.0,0.0,0.0,5.9614709999999995
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_09_907.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_09_907.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_09_907.jpg,-0.2,0.0,0.0,5.905858
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_09_987.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_09_987.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_09_987.jpg,-0.4,0.0,0.0,5.834935
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_10_067.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_10_067.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_10_067.jpg,-0.6000001,0.0,0.0,5.751303
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_10_150.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_10_150.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_10_150.jpg,-0.4808547,0.0,0.0,5.706648
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_10_235.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_10_235.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_10_235.jpg,-0.22615470000000001,0.0,0.0,5.652675
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_10_322.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_10_322.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_10_322.jpg,0.0,0.0,0.0,5.5975269999999995
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_10_425.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_10_425.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_10_425.jpg,-0.25,0.0,0.0,5.532108
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_10_503.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_10_503.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_10_503.jpg,-0.45,0.0,0.0,5.462969
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_10_587.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_10_587.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_10_587.jpg,-0.6500001,0.0,0.0,5.381918
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_10_671.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_10_671.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_10_671.jpg,-0.5461544,0.0,0.0,5.33876
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_10_761.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_10_761.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_10_761.jpg,-0.2972821,0.0,0.0,5.292053
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_10_841.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_10_841.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_10_841.jpg,-0.03831136,0.0,0.0,5.240341
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_10_927.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_10_927.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_10_927.jpg,0.0,0.0,0.0,5.197193
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_11_016.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_11_016.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_11_016.jpg,-0.25,0.0,0.0,5.134911
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_11_097.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_11_097.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_11_097.jpg,-0.45,0.0,0.0,5.070494999999999
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_11_181.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_11_181.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_11_181.jpg,-0.25888829999999996,0.0,0.0,5.033567
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_11_301.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_11_301.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_11_301.jpg,0.0,0.0,0.0,4.962717
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_11_423.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_11_423.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_11_423.jpg,0.0,0.0,0.0,4.902955
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_11_548.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_11_548.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_11_548.jpg,0.0,0.0,0.0,4.843963
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_11_675.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_11_675.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_11_675.jpg,0.0,0.0,0.0,4.7760370000000005
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_11_756.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_11_756.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_11_756.jpg,0.0,0.0,0.0,4.73765
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_11_830.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_11_830.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_11_830.jpg,0.0,0.0,0.0,4.7090629999999996
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_11_913.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_11_913.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_11_913.jpg,0.0,0.2442766,0.0,4.898269
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_11_993.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_11_993.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_11_993.jpg,0.0,0.0015864520000000001,0.0,4.870964
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_12_079.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_12_079.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_12_079.jpg,0.0,0.0,0.0,4.822247
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_12_163.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_12_163.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_12_163.jpg,0.0,0.0,0.0,4.783489
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_12_256.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_12_256.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_12_256.jpg,0.0,0.0,0.0,4.73548
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_12_336.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_12_336.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_12_336.jpg,0.0,0.0,0.0,4.697419
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_12_428.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_12_428.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_12_428.jpg,0.0,0.0,0.0,4.659663
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_12_505.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_12_505.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_12_505.jpg,0.0,0.0,0.0,4.622212
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_12_584.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_12_584.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_12_584.jpg,0.0,0.0,0.0,4.5850610000000005
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_12_669.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_12_669.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_12_669.jpg,0.0,0.0,0.0,4.54821
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_12_752.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_12_752.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_12_752.jpg,0.0,0.0,0.0,4.511653
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_12_844.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_12_844.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_12_844.jpg,0.0,0.0,0.0,4.466373
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_43_12_926.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_43_12_926.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_43_12_926.jpg,0.0,0.0,0.0,4.430477
